"type","epoch","batch","shot","sparsity_mode","sparsity_value","loss","iou_cup","iou_disc"
"TR","1","4","18","region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.173 18 0.175 0.479 0.921 0.592 39 0.434 0.275 0.421 0.464 14 0.623 0.233 0.981 0.964 42 0.74","0.23337438702583313","null","null"
"TR","1","5","10","contour skeleton region point grid contour skeleton region point grid","0.314 0.334 0.349 14 0.238 0.649 0.588 0.888 10 0.337","0.3785412311553955","null","null"
"TR","1","6","12","point grid contour skeleton region point grid contour skeleton region point grid","32 0.926 0.554 0.697 0.817 26 0.209 0.579 0.958 0.881 37 0.233","0.23423905670642853","null","null"
"TR","1","7","4","region point grid contour","0.932 14 0.106 0.282","0.21638020873069763","null","null"
"TR","1","8","8","skeleton region point grid contour skeleton region point","0.832 0.609 10 0.681 0.672 0.375 0.274 38","0.2497272938489914","null","null"
"TR","1","9","2","skeleton region","0.655 0.922","0.7980479001998901","null","null"
"TR","1","10","5","skeleton region point grid contour","0.464 0.924 20 0.296 0.967","0.2797061502933502","null","null"
"TR","1","11","6","grid contour skeleton region point grid","0.38 0.205 0.131 0.398 19 0.705","0.24908021092414856","null","null"
"TR","1","12","6","point grid contour skeleton region point","34 0.443 0.675 0.135 0.468 22","0.274722158908844","null","null"
"TR","1","13","14","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","13 0.303 0.965 0.659 0.999 7 0.351 0.857 0.179 0.11 29 0.976 0.194 0.255","0.2237192690372467","null","null"
"TR","1","14","9","contour skeleton region point grid contour skeleton region point","0.496 0.823 0.702 41 0.544 0.654 0.437 0.981 28","0.3122360110282898","null","null"
"TR","1","15","17","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","15 0.772 0.789 0.145 0.857 21 0.662 0.116 0.212 0.581 29 0.653 0.362 0.451 0.796 37 0.247","0.2979472875595093","null","null"
"TR","1","16","1","point","10","0.437991201877594","null","null"
"TR","1","17","11","skeleton region point grid contour skeleton region point grid contour skeleton","0.788 0.184 19 0.922 0.791 0.802 0.806 48 0.162 0.131 0.889","0.22868028283119202","null","null"
"TR","1","18","13","point grid contour skeleton region point grid contour skeleton region point grid contour","6 0.594 0.165 0.931 0.213 27 0.464 0.191 0.866 0.737 21 0.273 0.461","0.2390257865190506","null","null"
"TR","1","19","13","region point grid contour skeleton region point grid contour skeleton region point grid","0.286 11 0.242 0.759 0.61 0.366 44 0.467 0.6 0.557 0.657 18 0.62","0.23807279765605927","null","null"
"TR","1","20","14","contour skeleton region point grid contour skeleton region point grid contour skeleton region point","0.122 0.99 0.114 45 0.633 0.763 0.57 0.934 45 0.817 0.228 0.192 0.657 9","0.19279628992080688","null","null"
"TR","1","21","7","grid contour skeleton region point grid contour","0.488 0.987 0.138 0.74 48 0.101 0.731","0.3442201018333435","null","null"
"TR","1","22","14","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","30 0.931 0.841 0.462 0.472 20 0.413 0.593 0.227 0.567 37 0.746 0.299 0.821","0.21512794494628906","null","null"
"TR","1","23","14","grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.13 0.999 0.824 0.44 23 0.337 0.754 0.24 0.913 36 0.837 0.667 0.989 0.521","0.2770988345146179","null","null"
"TR","1","24","8","point grid contour skeleton region point grid contour","16 0.924 0.519 0.248 0.803 32 0.817 0.569","0.2975044846534729","null","null"
"TR","1","25","1","contour","0.266","0.2991641163825989","null","null"
"TR","1","26","13","grid contour skeleton region point grid contour skeleton region point grid contour skeleton","0.434 0.819 0.833 0.231 22 0.555 0.23 0.547 0.758 17 0.812 0.231 0.458","0.31632596254348755","null","null"
"TR","1","27","6","point grid contour skeleton region point","47 0.715 0.516 0.391 0.527 29","0.20721885561943054","null","null"
"TR","1","28","19","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","48 0.757 0.336 0.534 0.202 34 0.675 0.555 0.254 0.517 14 0.782 0.534 0.588 0.734 48 0.198 0.117 0.115","0.18299221992492676","null","null"
"TR","1","29","19","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","26 0.912 0.289 0.44 0.48 14 0.769 0.754 0.344 0.367 44 0.423 0.533 0.859 0.699 18 0.113 0.141 0.959","0.2374582290649414","null","null"
"TR","1","30","8","grid contour skeleton region point grid contour skeleton","0.145 0.209 0.937 0.132 24 0.548 0.84 0.325","0.27100634574890137","null","null"
"TR","1","31","18","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point","0.819 0.377 30 0.605 0.914 0.47 0.886 47 0.195 0.594 0.198 0.531 36 0.931 0.431 0.428 0.145 50","0.27333515882492065","null","null"
"TR","1","32","8","contour skeleton region point grid contour skeleton region","0.889 0.927 0.731 24 0.75 0.696 0.475 0.712","0.1957884430885315","null","null"
"TR","1","33","8","skeleton region point grid contour skeleton region point","0.968 0.926 30 0.71 0.569 0.577 0.615 13","0.25980326533317566","null","null"
"TR","1","34","14","region point grid contour skeleton region point grid contour skeleton region point grid contour","0.558 19 0.383 0.366 0.141 0.27 31 0.429 0.936 0.89 0.149 34 0.813 0.43","0.2593316435813904","null","null"
